10034	312	1
10034	313	2
10034	314	3
10034	315	4
10034	316	5
10034	317	6
10034	318	7
10034	319	8
10034	320	9
10034	321	10
10034	322	11
10034	323	12
10034	69	13
10034	324	14
10034	325	15
10034	326	16
10034	327	17
10034	328	18
10034	329	19
10034	330	20
10035	238	1
10035	332	2
10035	244	3
10035	333	4
10035	334	5
10035	335	6
10035	336	7
10035	337	8
10035	338	9
10035	339	10
10035	340	11
10035	341	12
10035	342	13
10035	343	14
10037	346	1
10037	347	2
10037	348	3
10037	349	4
10037	350	5
10037	351	6
10037	352	7
10037	353	8
10037	354	9
10037	355	10
10037	356	11
10037	357	12
10037	358	13
10037	359	14
10037	360	15
10037	361	16
10037	362	17
10037	363	18
10037	364	19
10037	365	20
10037	366	21
10037	367	22
10037	368	23
10037	369	24
10038	371	1
10038	372	2
10038	373	3
10038	374	4
10038	375	5
10038	376	6
10038	377	7
10038	378	8
10038	379	9
10038	380	10
10038	381	11
10038	382	12
10038	383	13
10038	384	14
10038	385	15
10038	386	16
10038	387	17
10038	388	18
10038	389	19
10040	312	1
10040	159	2
10040	408	3
10040	409	4
10040	410	5
10040	411	6
10040	412	7
10040	413	8
10040	414	9
10040	415	10
10040	416	11
10040	417	12
10041		1
10041		2
10041	446	3
10041	447	4
10041	448	5
10041	449	6
10041	450	7
10041	451	8
10041	452	9
10041		10
10041	454	11
10041	455	12
10041	456	13
10042	458	1
10042	459	2
10042	460	3
10042	461	4
10042	462	5
10042	463	6
10042	464	7
10042	465	8
10042	466	9
10042	467	10
10042	468	11
10042	469	12
10042	470	13
10042	471	14
10042	472	15
10042	473	16
10042	474	17
10042	475	18
10042	476	19
10042	477	20
10042	478	21
10042	479	22
10042	480	23
10042	457	24
10042	481	25
10044	483	1
10044	484	2
10044	485	3
10044	486	4
10044	487	5
10044	488	6
10044	489	7
10044	490	8
10044	491	9
10044	492	10
10044	493	11
10045	495	1
10045	496	2
10045	497	3
10045	498	4
10045	499	5
10046	501	1
10046	502	2
10046	503	3
10046	504	4
10046	505	5
10046	506	6
10046	507	7
10046	508	8
10046	509	9
10046	510	10
10046	511	11
10046	512	12
10048	533	1
10048	534	2
10048	535	3
10048	536	4
10048	537	5
10048	504	6
10048	538	7
10048	539	8
10048	540	9
10048	541	10
10048	542	11
10048	543	12
10048	544	13
10048	545	14
10048	546	15
10049	547	1
10049	548	2
10049	548	3
10049	549	4
10049	550	5
10049	548	6
10049	551	7
10049	552	8
10049	553	9
10049	554	10
10049	555	11
10049	556	12
10049	557	13
10049	558	14
10049	559	15
10049	560	16
10049	561	17
10049	562	18
10049	563	19
10049	564	20
10049	565	21
10049	566	22
10049	567	23
10049	568	24
10049	569	25
10049	570	26
10049	571	27
10049	572	28
10049	573	29
10049	574	30
10049	575	31
10049	576	32
10049	577	33
10050	578	1
10050	579	2
10050	580	3
10050	581	4
10050	582	5
10050	583	6
10051	585	1
10051	586	2
10051	587	3
10051	588	4
10052	590	1
10052	591	2
10052	592	3
10052	593	4
10052	594	5
10052	595	6
10052	596	7
10052	597	8
10052	598	9
10052	599	10
10052	600	11
10052	601	12
10052	602	13
10052	603	14
10053	605	1
10053	606	2
10053	607	3
10053	608	4
10053	609	5
10053	610	6
10053	611	7
10053	612	8
10053	613	9
10053	614	10
10053		11
10053	616	12
10053	617	13
10053	618	14
10054	620	1
10054	621	2
10054	622	3
10054	623	4
10054	624	5
10054	273	6
10054	625	7
10054	626	8
10054	627	9
10054	628	10
10054	629	11
10054	630	12
10054	631	13
10054	632	14
10054	633	15
10054	634	16
10054	635	17
10054	636	18
10054	637	19
10054	638	20
10054	639	21
10055	641	1
10055	642	2
10055	643	3
10055	644	4
10055	645	5
10055	646	6
10056	648	1
10056	649	2
10056	650	3
10056	313	4
10056	272	5
10056	651	6
10056	379	7
10056	652	8
10057	654	1
10057	655	2
10057	656	3
10057	657	4
10057	658	5
10057	659	6
10057	660	7
10057	661	8
10057	662	9
10057	663	10
10057	664	11
10057	665	12
10057	666	13
10057	667	14
10058	668	1
10058	669	2
10058	670	3
10058	671	4
10058	672	5
10058	673	6
10058	674	7
10058	675	8
10058	676	9
10058	677	10
10058	678	11
10058	679	12
10059	681	1
10059	682	2
10059	683	3
10059	684	4
10059	685	5
10059	686	6
10059	687	7
10061	689	1
10061	690	2
10061	128	3
10061	691	4
10061	692	5
10061	693	6
10061	694	7
10061	695	8
10061	696	9
10061	697	10
10061	69	11
10061	698	12
10061	699	13
10061	700	14
10061	701	15
10062	703	1
10062	704	2
10062	705	3
10062	706	4
10062	707	5
10062	708	6
10062	381	7
10062	709	8
10062	710	9
10062	711	10
10062	712	11
10062	713	12
10062	714	13
10062	715	14
10063	731	1
10063	732	2
10063	656	3
10063	733	4
10063	734	5
10063	735	6
10063	736	7
10063	737	8
10063	738	9
10063	568	10
10063	739	11
10063	740	12
10063	741	13
10063	742	14
10063	743	15
10063	744	16
10064	746	1
10064	747	2
10064	607	3
10064	213	4
10064	748	5
10064	749	6
10064	750	7
10064	751	8
10064	752	9
10064	753	10
10064	754	11
10064	755	12
10064	756	13
10064	757	14
10064	758	15
10064	759	16
10064	760	17
10064	761	18
10064	762	19
10064	763	20
10064		21
10064	765	22
10065	767	1
10065	768	2
10065	769	3
10065	770	4
10065	771	5
10065	772	6
10065	773	7
10065	774	8
10065	775	9
10067	789	1
10067	790	2
10067	791	3
10067	792	4
10067	793	5
10067	794	6
10067	795	7
10067	796	8
10067	797	9
10068	799	1
10068	800	2
10068	801	3
10068	213	4
10068	802	5
10068	803	6
10068	659	7
10068	804	8
10068	805	9
10068	806	10
10068	807	11
10068	808	12
10068	809	13
10068	810	14
10068	811	15
10069		1
10069	814	2
10069	815	3
10069	816	4
10069	817	5
10069	818	6
10069	819	7
10069	820	8
10069	821	9
10069	822	10
10069	823	11
10069	824	12
10069	825	13
10069	826	14
10070	828	1
10070	829	2
10070	830	3
10070	831	4
10070	832	5
10070	833	6
10070	834	7
10070	835	8
10070	836	9
10070	837	10
10070	838	11
10070	839	12
10070	840	13
10070	841	14
10070	842	15
10070	843	16
10070	844	17
10070	845	18
10074	872	1
10074	871	2
10074	873	3
10074	874	4
10074	875	5
10074	876	6
10075	885	1
10075	886	2
10075	325	3
10075		4
10075	884	5
10075	888	6
10075	889	7
10075	890	8
10075	891	9
10075		10
10075		11
10075	894	12
10075	895	13
10075	896	14
10075	897	15
10075	898	16
10075	899	17
10075	900	18
10076	902	1
10076	903	2
10076	904	3
10076	905	4
10076	906	5
10076	907	6
10076	908	7
10076	909	8
10076	910	9
10076	911	10
10076	912	11
10076	913	12
10076	914	13
10077	916	1
10077	917	2
10077	918	3
10077	919	4
10077	920	5
10077	921	6
10077	922	7
10077	923	8
10077	915	9
10077	924	10
10077	925	11
10077	926	12
10077	927	13
10077	928	14
10077	929	15
10077	930	16
10077	931	17
10077	932	18
10078	746	1
10078	934	2
10078	935	3
10078	936	4
10078	806	5
10078	937	6
10078	938	7
10078	939	8
10078	940	9
10078	941	10
10078	942	11
10078	943	12
10078	944	13
10078	945	14
10078	946	15
10078	947	16
10078	948	17
10078	949	18
10079	951	1
10079	952	2
10079	53	3
10079	953	4
10079	954	5
10079	955	6
10079	956	7
10079	957	8
10079	958	9
10079	959	10
10079	960	11
10079	961	12
10079	962	13
10079	963	14
10080	964	1
10080	965	2
10080	172	3
10080	966	4
10080	967	5
10080	968	6
10080	969	7
10081	971	1
10081	972	2
10081	973	3
10081	974	4
10081	975	5
10081	318	6
10081	976	7
10081	977	8
10081	978	9
10081	979	10
10081	980	11
10081	981	12
10081	982	13
10083	984	1
10083	985	2
10083	709	3
10083	986	4
10083	987	5
10083	988	6
10083		7
10083	104	8
10083	990	9
10083	991	10
10083	992	11
10083	993	12
10083	994	13
10083	995	14
10083	996	15
10083	997	16
10084	999	1
10084	1000	2
10084	1001	3
10084	1002	4
10084	1003	5
10084	1004	6
10084	1005	7
10084	1006	8
10084	1007	9
10084	1008	10
10084	1009	11
10084	1010	12
10084	1011	13
10084	1012	14
10087	1015	1
10087	1016	2
10087	1017	3
10087	1018	4
10087	1019	5
10087	1020	6
10087	418	7
10087	1021	8
10087	1022	9
10087	1023	10
10087	1024	11
10088	533	1
10088	1026	2
10088	1027	3
10088	1028	4
10088	1029	5
10088	1030	6
10088	1031	7
10088	1032	8
10089	1034	1
10089	1035	2
10089	1036	3
10089	1037	4
10089	1038	5
10089	1039	6
10089	1040	7
10089	1041	8
10089	1042	9
10089	1043	10
10089	271	11
10089	1044	12
10089	1045	13
10089	1046	14
10089	1047	15
10089	1048	16
10089	1049	17
10089	1050	18
10089	1051	19
10089	1052	20
10089	1053	21
10089	1054	22
10089	1055	23
10089	1056	24
10089	1057	25
10089	1058	26
10089	1059	27
10089	1060	28
10089	1061	29
10089	1062	30
10089	1063	31
10089	1064	32
10090	1066	1
10090	1067	2
10090	1068	3
10090	1069	4
10090	1070	5
10090	1071	6
10090	1072	7
10090	1073	8
10090	1074	9
10090	1075	10
10090	1076	11
10090	485	12
10090	1077	13
10090	1078	14
10090	1079	15
10090	1080	16
10090	1081	17
10090	1082	18
10090	1083	19
10090	1084	20
10090	1085	21
10090	1086	22
10090	1087	23
10090	1088	24
10090	1089	25
10090	1090	26
10090	1091	27
10090	1092	28
10090	1093	29
10090	1094	30
10090	1065	31
10090	1095	32
10091	1097	1
10091	1098	2
10091	1099	3
10091	1100	4
10091	1101	5
10091	1102	6
10091	1103	7
10091	1104	8
10092	1105	1
10092	1106	2
10092	1107	3
10092	1108	4
10092	1109	5
10092	1110	6
10092	1111	7
10092	488	8
10092	1112	9
10092	1113	10
10093	484	1
10093	1115	2
10093	1116	3
10093	1117	4
10093	1118	5
10093	1119	6
10093	1120	7
10093	1121	8
10093	1122	9
10096	1126	1
10096	1127	2
10096	1128	3
10096	1129	4
10096	1130	5
10096	1131	6
10096	1132	7
10096	1133	8
10096	1134	9
10096	1135	10
10096	1136	11
10096	1137	12
10096	1138	13
10096	1139	14
10096	1140	15
10096	1141	16
10096	1142	17
10096	1143	18
10097	1145	1
10097		2
10097	1147	3
10097	1148	4
10097	1149	5
10097	1150	6
10097	1151	7
10097	1152	8
10097	1153	9
10097	1154	10
10097	1155	11
10097	1156	12
10097	1157	13
10097	1158	14
10097	1159	15
10097	1160	16
10097	1161	17
10097	1162	18
10097	1163	19
10097	1164	20
10098	1165	1
10098	1166	2
10098	1167	3
10098	1168	4
10098	1169	5
10098	1170	6
10098	1171	7
10098	1172	8
10098	1173	9
10098	1174	10
10098	1175	11
10099	1177	1
10099	1178	2
10099	1179	3
10099	1180	4
10099	1181	5
10099	1182	6
10099	1183	7
10099	1184	8
10099	1185	9
10099	1186	10
10101	1189	1
10101	1190	2
10101	1191	3
10101	1192	4
10101	1193	5
10101	1194	6
10101	1195	7
10101	1196	8
10101	1197	9
10101	1198	10
10101	1199	11
10101	1200	12
10101	1201	13
10101	1202	14
10101	1203	15
10101	1204	16
10104	1208	1
10104	1209	2
10104	1210	3
10104	1211	4
10104	1212	5
10104	1213	6
10104		7
10104	1215	8
10104	1216	9
10104	1217	10
10104	1218	11
10104	1219	12
10104	1220	13
10104	1221	14
10104	1222	15
10104	1223	16
10104	702	17
10104	1224	18
10105	1226	1
10105	1227	2
10105	1228	3
10105	1229	4
10105	1230	5
10106	1232	1
10106	1233	2
10106	1234	3
10106	1235	4
10106	1236	5
10106	1237	6
10106	1238	7
10106	1239	8
10106	1240	9
10107	1242	1
10107	1115	2
10107	1243	3
10107	1244	4
10107	1245	5
10107	1246	6
10107	1247	7
10107	1248	8
10107	1249	9
10108	1251	1
10108	1252	2
10108	1253	3
10108	1254	4
10108	1255	5
10108	1256	6
10108	1257	7
10108	1258	8
10108	1259	9
10108	1260	10
10109	1262	1
10109	1211	2
10109	1263	3
10109	1264	4
10109	1265	5
10109	1266	6
10109	1267	7
10110	802	1
10110	427	2
10110	1269	3
10110	1270	4
10110	1271	5
10110	1272	6
10112	1282	1
10112	1283	2
10112	1284	3
10112	1285	4
10112	415	5
10112	1286	6
10112	794	7
10112	1287	8
10112	1288	9
10112	1289	10
10112	1290	11
10112	1291	12
10112	1292	13
10114	1295	1
10114		2
10114	1297	3
10114	1298	4
10114	1299	5
10114	1300	6
10114	672	7
10114	1301	8
10114	1302	9
10114	1303	10
10114	1304	11
10114	1305	12
10115	1307	1
10116	1309	1
10116	1310	2
10116	1311	3
10116	1312	4
10116	1313	5
10117	799	1
10117	1315	2
10117	1316	3
10117	1317	4
10117	1318	5
10117	94	6
10117	1319	7
10117	1320	8
10117	241	9
10117	1321	10
10117	1322	11
10118	1324	1
10118	1325	2
10118	1326	3
10118	1327	4
10118	1328	5
10118	1329	6
10118	1330	7
10118	1331	8
10119	1333	1
10119	1334	2
10119	1335	3
10119	1336	4
10119	1337	5
10119	1270	6
10119	1338	7
10119	1339	8
10119	1155	9
10119	1340	10
10119	1341	11
10120	1343	1
10120	1344	2
10120	1345	3
10120	1346	4
10120	1347	5
10120	1348	6
10120	1349	7
10121	1351	1
10121	1352	2
10121	1353	3
10121	1354	4
10121	1355	5
10121	1356	6
10125	1361	1
10125	1362	2
10128	1365	1
10128	591	2
10128	1366	3
10128	1367	4
10128	1368	5
10128	1369	6
10128	1370	7
10128	1371	8
10128	1372	9
10128	1373	10
10128	1374	11
10128	1375	12
10128	1376	13
10128	1377	14
10128	1378	15
10128	1379	16
10128	1380	17
10128	1381	18
10128	1382	19
10129	1384	1
10129	1385	2
10129	1386	3
10129	1387	4
10129	1388	5
10129	1389	6
10129	1390	7
10129	1391	8
10129	1392	9
10129	1393	10
10129	1394	11
10129	1395	12
10129	1394	13
10129	1396	14
10129	1397	15
10129	1398	16
10129	1392	17
10129	1399	18
10129	1400	19
10129	1401	20
10130	1309	1
10130	1310	2
10130	1311	3
10130	1402	4
10130	1313	5
10131	1403	1
10131	1404	2
10131	1405	3
10131	1000	4
10131	1406	5
10131	1407	6
10131	1011	7
10133	411	1
10133	1409	2
10133	1410	3
10133	1411	4
10133	1412	5
10133	1413	6
10133	1286	7
10133	1414	8
10134	1416	1
10134	1417	2
10134	1418	3
10134	1419	4
10134	1420	5
10135	1421	1
10135	1422	2
10135	1423	3
10135	1424	4
10135	1425	5
10135	1426	6
10135	1427	7
10135	1428	8
10135	1429	9
10135	1430	10
10135	1431	11
10135	1432	12
10136	1434	1
10136	1435	2
10136	1436	3
10136	1437	4
10136	1438	5
10136	1439	6
10136	1440	7
10136	1441	8
10136	1442	9
10136	1443	10
10136	1444	11
10136	1445	12
10136	1446	13
10136	1447	14
10136	1448	15
10136	1449	16
10136	1450	17
10137	1452	1
10137	1453	2
10137	1454	3
10137	1455	4
10137	1456	5
10137	1457	6
10138	1459	1
10138	1460	2
10138	1461	3
10138	1462	4
10138	1463	5
10138	1464	6
10138	1465	7
10138	1466	8
10138	1467	9
10138		10
10138	1469	11
10139	1471	1
10139	1472	2
10139	1473	3
10139	1474	4
10139	1475	5
10139	1476	6
10139	1477	7
10139	1478	8
10139	1479	9
10139	1480	10
10139	1481	11
10139	1482	12
10139	1483	13
10139	1484	14
10139	1485	15
10139	1486	16
10139	1487	17
10140	1489	1
10140	1490	2
10140	1491	3
10140	1492	4
10140	1493	5
10140	1494	6
10140	1495	7
10140	1496	8
10140	1497	9
10140	1498	10
10141	1500	1
10141	1501	2
10141	1502	3
10141	1503	4
10141	1504	5
10141	1505	6
10141	1506	7
10141	1507	8
10141	1508	9
10141	1509	10
10141	1510	11
10141	1511	12
10141	1512	13
10141	1513	14
10141	1514	15
10141	1515	16
10141	1516	17
10141	1517	18
10141	1518	19
10141	1519	20
10141	1520	21
10141	1521	22
10141	1522	23
10141	1523	24
10141	1524	25
10141	1525	26
10141	1526	27
10141	1527	28
10141	1528	29
10141	1529	30
10141	1530	31
10141	1531	32
10141	1532	33
10141	1533	34
10141	1534	35
10141	1535	36
10141	1536	37
10141	1537	38
10141	1538	39
10141	1539	40
10141	1540	41
10142	1542	1
10142	1543	2
10142	1544	3
10142	1545	4
10142	47	5
10142	1546	6
10142	1547	7
10142	1548	8
10142	1549	9
10142	1550	10
10142	1551	11
10142	1552	12
10142	1553	13
10142	1554	14
10142	1555	15
10142	1556	16
10142	1557	17
10142	1558	18
10142	1559	19
10142	1560	20
10142	1561	21
10142	1562	22
10142	1563	23
10145	1566	1
10145	1567	2
10145	302	3
10145	1568	4
10145	1569	5
10145	1570	6
10145	534	7
10145	1571	8
10145	1572	9
10145	1573	10
10145	1253	11
10145	1574	12
10145	1575	13
10145	1576	14
10146	1578	1
10146	1579	2
10146	1580	3
10146	1581	4
10146	1582	5
10146	1583	6
10146	1584	7
10146	1585	8
10146	1586	9
10146	1587	10
10146	1588	11
10146	1589	12
10146	1590	13
10146	1591	14
10146	1592	15
10147	1593	1
10147	1594	2
10147	1595	3
10147	1596	4
10147	1597	5
10147	1598	6
10147	1599	7
10147	1600	8
10147	1601	9
10147	1602	10
10147	1603	11
10147	1604	12
10147	1605	13
10147	1606	14
10147	1607	15
10147	1608	16
10147	1609	17
10147	1610	18
10147	507	19
10147	1611	20
10147	1612	21
10147	1613	22
10148	1615	1
10148	1616	2
10148	1617	3
10148	1618	4
10149	1619	1
10149	1620	2
10149	1621	3
10149	1622	4
10149	1362	5
10149	1623	6
10149	1624	7
10149	1625	8
10149	1626	9
10149	1627	10
10149	1628	11
10150	1630	1
10150	1631	2
10150	1632	3
10150	1633	4
10150	1634	5
10150	1635	6
10150	1636	7
10150	1637	8
10150	1043	9
10150	1638	10
10150	1639	11
10150	1640	12
10150	1641	13
10150	1642	14
10150	1256	15
10150	1643	16
10151	1645	1
10151	1646	2
10151	1647	3
10151	1648	4
10151	1649	5
10151	1650	6
10153	1653	1
10153	1654	2
10153	1655	3
10153	1656	4
10153	1657	5
10153	1658	6
10153	1659	7
10153	1660	8
10153	1661	9
10154	657	1
10154	1663	2
10154	1664	3
10154	1665	4
10154	1666	5
10156	1669	1
10156	1670	2
10156	1671	3
10156	1313	4
10156	1672	5
10156	1673	6
10157	1674	1
10157	1675	2
10157	1676	3
10157	1677	4
10157	1678	5
10157	1679	6
10157	1680	7
10157	1681	8
10157	1682	9
10158	1684	1
10158	1685	2
10158	1686	3
10158	1687	4
10158		5
10158	1689	6
10158	1690	7
10158	1691	8
10158	1692	9
10158	786	10
10158	1693	11
10158	1694	12
10158	1695	13
10158	1696	14
10159	1698	1
10159	1699	2
10159	1700	3
10159	1701	4
10159	1702	5
10161	1705	1
10161	1311	2
10161	1706	3
10161	1707	4
10161	1708	5
10162	1709	1
10162	1710	2
10162	1711	3
10162	1712	4
10162	1713	5
10163	1674	1
10163	1675	2
10163	1714	3
10163	1715	4
10163	1681	5
10163	1716	6
10163	1717	7
10163	1679	8
10163	1718	9
10163	1719	10
10163	1720	11
10163	1721	12
10163	1722	13
10163	1723	14
10163	1724	15
10163	1725	16
10165	1727	1
10165	1435	2
10165	1728	3
10165	1729	4
10165	1730	5
10165	1731	6
10165	1732	7
10165	1733	8
10165	1734	9
10165	1735	10
10165	1736	11
10166	1737	1
10166	1738	2
10166		3
10166	1739	4
10166	1740	5
10166	1741	6
10166	1742	7
10166	1743	8
10166	1111	9
10167	1745	1
10167	1647	2
10167	1746	3
10167	1747	4
10167	1748	5
10167	1749	6
10167	1750	7
10167	1751	8
10167	1752	9
10167	1753	10
10167	1754	11
10167	1309	12
10167	1755	13
10167	1756	14
10167	1757	15
10167	1758	16
10168	409	1
10168	1699	2
10168	1760	3
10168	1761	4
10168	1762	5
10168	1763	6
10168	1764	7
10168	1765	8
10168	1766	9
10169	1768	1
10169	1769	2
10169	1770	3
10169	1771	4
10169	1772	5
10169	1773	6
10169	1774	7
10169	1775	8
10169	1776	9
10169	1777	10
10169	1778	11
10169	1779	12
10169	1780	13
10169	1781	14
10169	1782	15
10169	1783	16
10169	1784	17
10170	1786	1
10170	1616	2
10170	1787	3
10170	1788	4
10170	1789	5
10170	1790	6
10170	1791	7
10170	1792	8
10171	1794	1
10171	1795	2
10171	1796	3
10171	1797	4
10171	1798	5
10171	1799	6
10171	1800	7
10171	1801	8
10171	1802	9
10171	1803	10
10174	1814	1
10174	1815	2
10174	1816	3
10174	1817	4
10174	1818	5
10174	1819	6
10174	1820	7
10174	1821	8
10174	1822	9
10175	1824	1
10175	1384	2
10175	1825	3
10175	1826	4
10175	1827	5
10175	1828	6
10175	1829	7
10175	1830	8
10175	1831	9
10175	1832	10
10175	1833	11
10175	1834	12
10175	1392	13
10175	1835	14
10176	1836	1
10176	1837	2
10176	1838	3
10176	1645	4
10178	1841	1
10178		2
10178	1843	3
10178	1844	4
10178	1845	5
10178	1846	6
10178	1847	7
10178	1848	8
10178	1849	9
10178	1850	10
10178	1851	11
10178	1852	12
10178	1853	13
10178	1854	14
10178	1855	15
10179	1857	1
10179	1858	2
10179	1859	3
10179	1742	4
10179	1860	5
10179	1861	6
10179	1862	7
10179	1863	8
10179	1864	9
10180	1873	1
10180	1874	2
10180	1875	3
10180	1876	4
10181	1878	1
10181	1012	2
10181	1794	3
10181	1879	4
10181	1880	5
10181	1881	6
10182	1883	1
10182	1884	2
10182	1885	3
10182	1886	4
10182	1887	5
10182	1888	6
10182	1889	7
10182	1890	8
10182	1891	9
10182	1892	10
10182	1893	11
10182	1894	12
10182	1895	13
10182	1896	14
10182	1897	15
10182	1898	16
10182	1899	17
10182	1900	18
10183	1902	1
10183	1902	2
10183	1903	3
10183	1902	4
10183	1904	5
10183	1905	6
10183	1902	7
10183	792	8
10183	1906	9
10183	1907	10
10183	1902	11
10183	1908	12
10183	699	13
10185	1911	1
10185	1912	2
10185	1913	3
10185	1914	4
10185	1915	5
10185	1916	6
10186	1918	1
10186	1919	2
10186	1920	3
10187	1922	1
10187	1923	2
10187	1924	3
10187	1925	4
10189	1927	1
10189	1928	2
10189	1929	3
10189	1930	4
10189	1931	5
10189	1932	6
10189	1933	7
10189	1934	8
10189	1935	9
10189	97	10
10189	1936	11
10189	1937	12
10191	1771	1
10191	1105	2
10191	1952	3
10191	1953	4
10191	1954	5
10191	1955	6
10191	1956	7
10191	1957	8
10191	1958	9
10191	1959	10
10191	1960	11
10191	1961	12
10191	1962	13
10191	1963	14
10191	1964	15
10191	1965	16
10191	1966	17
10191	1967	18
10191	1968	19
10191	1969	20
10191	1970	21
10191	1971	22
10191	1972	23
10191	1884	24
10191	1973	25
10191	1974	26
10191	1975	27
10191	1976	28
10191	1977	29
10191	295	30
10192	495	1
10192	1979	2
10192	1980	3
10192	1981	4
10192	1879	5
10192	1794	6
10192	1982	7
10192	1983	8
10192		9
10192	1984	10
10192	1985	11
10193	1987	1
10193	1988	2
10193	1989	3
10193	1990	4
10193	207	5
10193	1991	6
10193	1992	7
10193	1993	8
10193	1994	9
10193	373	10
10193	1995	11
10193	1996	12
10193	194	13
10193	1997	14
10193	1998	15
10196	2009	1
10196	2010	2
10196	2011	3
10196	2012	4
10196	2013	5
10196	2014	6
10196	2015	7
10196	2016	8
10196	2017	9
10197	2018	1
10197	2019	2
10197	1404	3
10197	2020	4
10197	2021	5
10197	2022	6
10197	2023	7
10197	2024	8
10197	6	9
10197	2025	10
10197	2026	11
10197	2027	12
10197	2028	13
10197	2029	14
10198	2031	1
10198	2032	2
10198	2033	3
10198	2034	4
10198	2035	5
10198	2036	6
10198	2037	7
10198	2038	8
10198	2039	9
10198	2040	10
10198	2041	11
10199	2043	1
10199	1177	2
10199	2044	3
10199	2045	4
10199	2046	5
10199	2047	6
10199	1178	7
10199	1247	8
10199	2048	9
10199	2049	10
10199	2050	11
10199	2051	12
10199	2052	13
10199	2053	14
10199	1242	15
10199	312	16
10199	159	17
10199	2054	18
10199	2055	19
10199	1871	20
10199	2056	21
10199	2057	22
10199	2058	23
10199	2059	24
10199	2060	25
10199	2061	26
10199	2062	27
10199	2063	28
10199	2064	29
10199	2065	30
10199	1824	31
